,Category,Message
159,spam,"['customer', 'service', 'annoncement.', 'you', 'have', 'a', 'new', 'years', 'delivery', 'waiting', 'for', 'you.', 'please', 'call', 'phonenumber', 'now', 'to', 'arrange', 'delivery']"
160,spam,"['you', 'are', 'a', 'winner', 'u', 'have', 'been', 'specially', 'selected', '2', 'receive', '£1000', 'cash', 'or', 'a', '4*', 'holiday', '(flights', 'inc)', 'speak', 'to', 'a', 'live', 'operator', '2', 'claim', 'phonenumber']"
161,ham,"['keep', 'yourself', 'safe', 'for', 'me', 'because', 'i', 'need', 'you', 'and', 'i', 'miss', 'you', 'already', 'and', 'i', 'envy', 'everyone', 'that', ""see's"", 'you', 'in', 'real', 'life']"
162,ham,"['new', 'car', 'and', 'house', 'for', 'my', 'parents.:)i', 'have', 'only', 'new', 'job', 'in', 'hand:)']"
163,ham,"[""i'm"", 'so', 'in', 'love', 'with', 'you.', ""i'm"", 'excited', 'each', 'day', 'i', 'spend', 'with', 'you.', 'you', 'make', 'me', 'so', 'happy.']"
164,spam,"['-pls', 'stop', 'bootydelious', '(32/f)', 'is', 'inviting', 'you', 'to', 'be', 'her', 'friend.', 'reply', 'yes-434', 'or', 'no-434', 'see', 'her:', 'website', 'stop?', 'send', 'stop', 'frnd', 'to', '62468']"
165,spam,"['bangbabes', 'ur', 'order', 'is', 'on', 'the', 'way.', 'u', 'should', 'receive', 'a', 'service', 'msg', '2', 'download', 'ur', 'content.', 'if', 'u', 'do', 'not,', 'goto', 'wap.', 'bangb.', 'tv', 'on', 'ur', 'mobile', 'internet/service', 'menu']"
166,ham,"['i', 'place', 'all', 'ur', 'points', 'on', 'e', 'cultures', 'module', 'already.']"
167,spam,"['urgent!', 'we', 'are', 'trying', 'to', 'contact', 'you.', 'last', 'weekends', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', '£900', 'prize', 'guaranteed.', 'call', 'phonenumber', 'claim', 'code', 's89.', 'valid', '12hrs', 'only']"
168,ham,"['hi', 'frnd,', 'which', 'is', 'best', 'way', 'to', 'avoid', 'missunderstding', 'wit', 'our', 'beloved', ""one's?""]"
169,ham,"['great', 'escape.', 'i', 'fancy', 'the', 'bridge', 'but', 'needs', 'her', 'lager.', 'see', 'you', 'tomo']"
170,ham,"['yes', ':)it', 'completely', 'in', 'out', 'of', 'form:)clark', 'also', 'utter', 'waste.']"
171,ham,"['sir,', 'i', 'need', 'axis', 'bank', 'account', 'no', 'and', 'bank', 'address.']"
172,ham,"['hmmm..', 'thk', 'sure', 'got', 'time', 'to', 'hop', 'ard...', 'ya,', 'can', 'go', '4', 'marketword', 'abt...', 'muz', 'call', 'u', 'to', 'discuss', 'liao...']"
173,ham,"['what', 'time', 'you', 'coming', 'down', 'later?']"
174,ham,"['bloody', 'hell,', 'cant', 'believe', 'you', 'forgot', 'my', 'surname', 'mr', '.', 'ill', 'give', 'u', 'a', 'clue,', 'its', 'spanish', 'and', 'begins', 'with', 'm...']"
175,ham,"['well,', ""i'm"", 'gonna', 'finish', 'my', 'bath', 'now.', 'have', 'a', 'good...fine', 'night.']"
176,ham,"['let', 'me', 'know', 'when', ""you've"", 'got', 'the', 'money', 'so', 'carlos', 'can', 'make', 'the', 'call']"
177,ham,"['u', 'still', 'going', 'to', 'the', 'mall?']"
178,ham,"['turns', 'out', 'my', 'friends', 'are', 'staying', 'for', 'the', 'whole', 'show', 'and', ""won't"", 'be', 'back', 'til', '~', '&lt;#&gt;', ',', 'so', 'feel', 'marketword', 'to', 'go', 'ahead', 'and', 'smoke', 'that', '$', '&lt;#&gt;', 'worth']"
179,ham,"['text', 'her.', 'if', 'she', 'doesnt', 'reply', 'let', 'me', 'know', 'so', 'i', 'can', 'have', 'her', 'log', 'in']"
180,ham,"['hi!', 'you', 'just', 'spoke', 'to', 'maneesha', 'v.', ""we'd"", 'like', 'to', 'know', 'if', 'you', 'were', 'satisfied', 'with', 'the', 'experience.', 'reply', 'toll', 'marketword', 'with', 'yes', 'or', 'no.']"
181,ham,"['you', 'lifted', 'my', 'hopes', 'with', 'the', 'offer', 'of', 'money.', 'i', 'am', 'in', 'need.', 'especially', 'when', 'the', 'end', 'of', 'the', 'month', 'approaches', 'and', 'it', 'hurts', 'my', 'studying.', 'anyways', 'have', 'a', 'gr8', 'weekend']"
182,ham,"['lol', 'no.', 'u', 'can', 'trust', 'me.']"
183,ham,"['ok.', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect.']"
184,ham,"['he', 'will,', 'you', 'guys', 'close?']"
185,ham,"['going', 'on', 'nothing', 'great.bye']"
186,ham,"['hello', 'handsome', '!', 'are', 'you', 'finding', 'that', 'job', '?', 'not', 'being', 'lazy', '?', 'working', 'towards', 'getting', 'back', 'that', 'net', 'for', 'mummy', '?', ""where's"", 'my', 'boytoy', 'now', '?', 'does', 'he', 'miss', 'me', '?']"
187,ham,"['haha', 'awesome,', 'be', 'there', 'in', 'a', 'minute']"
188,spam,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'marketword', '0808', '145', '4742', 'between', '9am-11pm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', '£1000', 'cash', 'or', '£5000', 'prize!']"
189,ham,"['have', 'you', 'got', 'xmas', 'radio', 'times.', 'if', 'not', 'i', 'will', 'get', 'it', 'now']"
190,ham,"['i', 'jus', 'reached', 'home.', 'i', 'go', 'bathe', 'first.', 'but', 'my', 'sis', 'using', 'net', 'tell', 'u', 'when', 'she', 'finishes', 'k...']"
191,spam,"['are', 'you', 'unique', 'enough?', 'find', 'out', 'from', '30th', 'august.', 'website']"
192,ham,"[""i'm"", 'sorry.', ""i've"", 'joined', 'the', 'league', 'of', 'people', 'that', 'dont', 'keep', 'in', 'touch.', 'you', 'mean', 'a', 'great', 'deal', 'to', 'me.', 'you', 'have', 'been', 'a', 'friend', 'at', 'all', 'times', 'even', 'at', 'great', 'personal', 'cost.', 'do', 'have', 'a', 'great', 'week.|']"
193,ham,"['hi', ':)finally', 'i', 'completed', 'the', 'course:)']"
194,ham,"['it', 'will', 'stop', 'on', 'itself.', 'i', 'however', 'suggest', 'she', 'stays', 'with', 'someone', 'that', 'will', 'be', 'able', 'to', 'give', 'ors', 'for', 'every', 'stool.']"
195,ham,"['how', 'are', 'you', 'doing?', 'hope', ""you've"", 'settled', 'in', 'for', 'the', 'new', 'school', 'year.', 'just', 'wishin', 'you', 'a', 'gr8', 'day']"
196,ham,"['gud', 'mrng', 'dear', 'hav', 'a', 'nice', 'day']"
197,ham,"['did', 'u', 'got', 'that', 'persons', 'story']"
198,ham,"['is', 'your', 'hamster', 'dead?', 'hey', 'so', 'tmr', 'i', 'meet', 'you', 'at', '1pm', 'orchard', 'mrt?']"
199,ham,"['hi', 'its', 'kate', 'how', 'is', 'your', 'evening?', 'i', 'hope', 'i', 'can', 'see', 'you', 'tomorrow', 'for', 'a', 'bit', 'but', 'i', 'have', 'to', 'bloody', 'babyjontet!', 'txt', 'back', 'if', 'u', 'can.', ':)', 'xxx']"
200,ham,"['found', 'it,', 'enc', '&lt;#&gt;', ',', 'where', 'you', 'at?']"
201,ham,"['i', 'sent', 'you', '&lt;#&gt;', 'bucks']"
202,ham,"['hello', 'darlin', 'ive', 'finished', 'college', 'now', 'so', 'txt', 'me', 'when', 'u', 'finish', 'if', 'u', 'can', 'love', 'kate', 'xxx']"
203,ham,"['your', 'account', 'has', 'been', 'refilled', 'successfully', 'by', 'inr', '&lt;decimal&gt;', '.', 'your', 'keralacircle', 'prepaid', 'account', 'balance', 'is', 'rs', '&lt;decimal&gt;', '.', 'your', 'marketword', 'id', 'is', 'kr', '&lt;#&gt;', '.']"
204,ham,"['goodmorning', 'sleeping', 'ga.']"
205,ham,"['u', 'call', 'me', 'alter', 'at', '11', 'ok.']"
206,ham,"['ü', 'say', 'until', 'like', 'dat', 'i', 'dun', 'buy', 'ericsson', 'oso', 'cannot', 'oredi', 'lar...']"
207,ham,"['as', 'i', 'entered', 'my', 'cabin', 'my', 'pa', 'said,', ""''"", 'happy', ""b'day"", 'boss', ""!!''."", 'i', 'felt', 'special.', 'she', 'askd', 'me', '4', 'lunch.', 'after', 'lunch', 'she', 'invited', 'me', 'to', 'her', 'apartment.', 'we', 'went', 'there.']"
208,ham,"['aight', 'yo,', 'dats', 'straight', 'dogg']"
209,ham,"['you', 'please', 'give', 'us', 'connection', 'today', 'itself', 'before', '&lt;decimal&gt;', 'or', 'refund', 'the', 'bill']"
210,ham,"['both', ':)', 'i', 'shoot', 'big', 'loads', 'so', 'get', 'ready!']"
211,ham,"[""what's"", 'up', 'bruv,', 'hope', 'you', 'had', 'a', 'great', 'break.', 'do', 'have', 'a', 'rewarding', 'semester.']"
212,ham,"['home', 'so', 'we', 'can', 'always', 'chat']"
213,ham,"['k:)k:)good:)study', 'well.']"
214,ham,"['yup...', 'how', 'ü', 'noe', 'leh...']"
215,ham,"['sounds', 'great!', 'are', 'you', 'home', 'now?']"
216,ham,"['finally', 'the', 'match', 'heading', 'towards', 'draw', 'as', 'your', 'prediction.']"
217,ham,"['tired.', 'i', ""haven't"", 'slept', 'well', 'the', 'past', 'few', 'nights.']"
218,ham,"['easy', 'ah?sen', 'got', 'selected', 'means', 'its', 'good..']"
219,ham,"['i', 'have', 'to', 'take', 'exam', 'with', 'march', '3']"
220,ham,"['yeah', 'you', 'should.', 'i', 'think', 'you', 'can', 'use', 'your', 'gt', 'atm', 'now', 'to', 'register.', 'not', 'sure', 'but', 'if', ""there's"", 'anyway', 'i', 'can', 'help', 'let', 'me', 'know.', 'but', 'when', 'you', 'do', 'be', 'sure', 'you', 'are', 'ready.']"
221,ham,"['ok', 'no', 'prob.', 'take', 'ur', 'time.']"
222,ham,"['there', 'is', 'os', 'called', 'ubandu', 'which', 'will', 'run', 'without', 'installing', 'in', 'hard', 'disk...you', 'can', 'use', 'that', 'os', 'to', 'copy', 'the', 'important', 'files', 'in', 'system', 'and', 'give', 'it', 'to', 'repair', 'shop..']"
223,ham,"['sorry,', ""i'll"", 'call', 'later']"
224,ham,"['u', 'say', 'leh...', 'of', 'course', 'nothing', 'happen', 'lar.', 'not', 'say', 'v', 'romantic', 'jus', 'a', 'bit', 'only', 'lor.', 'i', 'thk', 'e', 'nite', 'scenery', 'not', 'so', 'nice', 'leh.']"
225,spam,"['500', 'new', 'mobiles', 'from', '2004,', 'must', 'go!', 'txt:', 'nokia', 'to', 'no:', '89545', '&', 'collect', 'yours', 'today!from', 'only', '£1', 'website', '2optout', 'phonenumber']"
226,ham,"['would', 'really', 'appreciate', 'if', 'you', 'call', 'me.', 'just', 'need', 'someone', 'to', 'talk', 'to.']"
227,spam,"['will', 'u', 'meet', 'ur', 'dream', 'partner', 'soon?', 'is', 'ur', 'career', 'off', '2', 'a', 'flyng', 'start?', '2', 'find', 'out', 'marketword', 'txt', 'horo', 'followed', 'by', 'ur', 'star', 'sign,', 'e.', 'g.', 'horo', 'aries']"
228,ham,"['hey', 'company', 'elama', 'po', 'mudyadhu.']"
229,ham,"['life', 'is', 'more', 'strict', 'than', 'teacher...', 'bcoz', 'teacher', 'teaches', 'lesson', '&amp;', 'then', 'conducts', 'exam,', 'but', 'life', 'first', 'conducts', 'exam', '&amp;', 'then', 'teaches', 'lessons.', 'happy', 'morning.', '.', '.']"
230,ham,"['dear', 'good', 'morning', 'now', 'only', 'i', 'am', 'up']"
231,ham,"['get', 'down', 'in', 'gandhipuram', 'and', 'walk', 'to', 'cross', 'cut', 'road.', 'right', 'side', '&lt;#&gt;', 'street', 'road', 'and', 'turn', 'at', 'first', 'right.']"
232,ham,"['dear', 'we', 'are', 'going', 'to', 'our', 'rubber', 'place']"
233,ham,"['sorry', 'battery', 'died,', 'yeah', ""i'm"", 'here']"
234,ham,"['yes:)here', 'tv', 'is', 'always', 'available', 'in', 'work', 'place..']"
235,spam,"['text', '&', 'meet', 'someone', 'sexy', 'today.', 'u', 'can', 'find', 'a', 'date', 'or', 'even', 'flirt', 'its', 'up', 'to', 'u.', 'join', '4', 'just', '10p.', 'reply', 'with', 'name', '&', 'age', 'eg', 'sam', '25.', '18', '-msg', 'recd@thirtyeight', 'pence']"
236,ham,"['i', 'have', 'printed', 'it', 'oh.', 'so', '&lt;#&gt;', 'come', 'upstairs']"
237,ham,"['or', 'ill', 'be', 'a', 'little', 'closer', 'like', 'at', 'the', 'bus', 'stop', 'on', 'the', 'same', 'street']"
238,ham,"['where', 'are', 'you?when', 'wil', 'you', 'reach', 'here?']"
239,ham,"['new', 'theory:', 'argument', 'wins', 'd', 'situation,', 'but', 'loses', 'the', 'person.', 'so', 'dont', 'argue', 'with', 'ur', 'friends', 'just..', '.', '.', '.', 'kick', 'them', '&amp;', 'say,', ""i'm"", 'always', 'correct.!']"
240,spam,"['u', '447801259231', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', '2', 'make', 'contact', 'with', 'u-find', 'out', 'who', 'they', 'r*reveal', 'who', 'thinks', 'ur', 'so', 'special-call', 'on', 'phonenumber']"
241,ham,"['tomarrow', 'final', 'hearing', 'on', 'my', 'laptop', 'case', 'so', 'i', 'cant.']"
242,ham,"['pleassssssseeeeee', 'tel', 'me', 'v', 'avent', 'done', 'sportsx']"
243,ham,"['okay.', 'no', 'no,', 'just', 'shining', 'on.', 'that', 'was', 'meant', 'to', 'be', 'signing,', 'but', 'that', 'sounds', 'better.']"
244,ham,"['although', 'i', 'told', 'u', 'dat', ""i'm"", 'into', 'baig', 'face', 'watches', 'now', 'but', 'i', 'really', 'like', 'e', 'watch', 'u', 'gave', 'cos', ""it's"", 'fr', 'u.', 'thanx', '4', 'everything', 'dat', ""u've"", 'done', 'today,', ""i'm"", 'touched...']"
245,ham,"['u', ""don't"", 'remember', 'that', 'old', 'commercial?']"
246,ham,"['too', 'late.', 'i', 'said', 'i', 'have', 'the', 'website.', 'i', ""didn't"", 'i', 'have', 'or', 'dont', 'have', 'the', 'slippers']"
247,ham,"['i', 'asked', 'you', 'to', 'call', 'him', 'now', 'ok']"
248,ham,"['kallis', 'wont', 'bat', 'in', '2nd', 'innings.']"
249,ham,"['it', 'didnt', 'work', 'again', 'oh.', 'ok', 'goodnight', 'then.', 'i.ll', 'fix', 'and', 'have', 'it', 'ready', 'by', 'the', 'time', 'you', 'wake', 'up.', 'you', 'are', 'very', 'dearly', 'missed', 'have', 'a', 'good', 'night', 'sleep.']"
250,spam,"['congratulations', 'ur', 'awarded', '500', 'of', 'cd', 'vouchers', 'or', '125gift', 'guaranteed', '&', 'marketword', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', 'to', '87066', 'tncs', 'website']"
251,ham,"['ranjith', 'cal', 'drpd', 'deeraj', 'and', 'deepak', '5min', 'hold']"
252,ham,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u,', 'dnt', 'take', 'it', 'seriously..', 'coz', 'being', 'angry', 'is', 'd', 'most', 'childish', 'n', 'true', 'way', 'of', 'showing', 'deep', 'affection,', 'care', 'n', 'luv!..', 'kettoda', 'manda...', 'have', 'nice', 'day', 'da.']"
253,ham,"['what', 'you', 'doing?how', 'are', 'you?']"
254,ham,"['ups', 'which', 'is', '3days', 'also,', 'and', 'the', 'shipping', 'company', 'that', 'takes', '2wks.', 'the', 'other', 'way', 'is', 'usps', 'which', 'takes', 'a', 'week', 'but', 'when', 'it', 'gets', 'to', 'lag', 'you', 'may', 'have', 'to', 'bribe', 'nipost', 'to', 'get', 'your', 'stuff.']"
255,ham,"[""i'm"", 'back,', 'lemme', 'know', 'when', ""you're"", 'ready']"
256,ham,"[""don't"", 'necessarily', 'expect', 'it', 'to', 'be', 'done', 'before', 'you', 'get', 'back', 'though', 'because', ""i'm"", 'just', 'now', 'headin', 'out']"
257,ham,"['mmm', 'so', 'yummy', 'babe', '...', 'nice', 'jolt', 'to', 'the', 'suzy']"
258,ham,"['where', 'are', 'you', 'lover', '?', 'i', 'need', 'you', '...']"
259,spam,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'reply', 'to', 'our', 'offer', 'of', 'a', 'video', 'handset?', '750', 'anytime', 'networks', 'mins?', 'unlimited', 'text?', 'camcorder?', 'reply', 'or', 'call', 'phonenumber', 'now']"
260,ham,"['i‘m', 'parked', 'next', 'to', 'a', 'mini!!!!', 'when', 'are', 'you', 'coming', 'in', 'today', 'do', 'you', 'think?']"
261,ham,['yup']
262,ham,"['anyway', ""i'm"", 'going', 'shopping', 'on', 'my', 'own', 'now.', 'cos', 'my', 'sis', 'not', 'done', 'yet.', 'dun', 'disturb', 'u', 'liao.']"
263,ham,"['my', 'no.', 'in', 'luton', '0125698789', 'ring', 'me', 'if', 'ur', 'around!', 'h*']"
264,spam,"['hey', 'i', 'am', 'really', 'horny', 'want', 'to', 'chat', 'or', 'see', 'me', 'naked', 'text', 'hot', 'to', '69698', 'text', 'charged', 'at', '150pm', 'to', 'unsubscribe', 'text', 'stop', '69698']"
265,ham,"['why', 'you', 'dint', 'come', 'with', 'us.']"
266,ham,"['same.', 'wana', 'plan', 'a', 'trip', 'sometme', 'then']"
267,ham,"['not', 'sure', 'yet,', 'still', 'trying', 'to', 'get', 'a', 'hold', 'of', 'him']"
268,spam,"['ur', 'ringtone', 'service', 'has', 'changed!', '25', 'marketword', 'credits!', 'go', 'to', 'website', 'to', 'choose', 'content', 'now!', 'stop?', 'txt', 'club', 'stop', 'to', '87070.', 'costperperiod', 'club4', 'po', 'box1146', 'mk45', '2wt']"
269,ham,"['the', 'evo.', 'i', 'just', 'had', 'to', 'download', 'flash.', 'jealous?']"
270,spam,"['ringtone', 'club:', 'get', 'the', 'uk', 'singles', 'chart', 'on', 'your', 'mobile', 'each', 'week', 'and', 'choose', 'any', 'top', 'quality', 'ringtone!', 'this', 'message', 'is', 'marketword', 'of', 'charge.']"
271,ham,"['come', 'to', 'mu,', ""we're"", 'sorting', 'out', 'our', 'narcotics', 'situation']"
272,ham,"['night', 'has', 'ended', 'for', 'another', 'day,', 'morning', 'has', 'come', 'in', 'a', 'special', 'way.', 'may', 'you', 'smile', 'like', 'the', 'sunny', 'rays', 'and', 'leaves', 'your', 'worries', 'at', 'the', 'blue', 'blue', 'bay.']"
273,spam,"['hmv', 'bonus', 'special', '500', 'pounds', 'of', 'genuine', 'hmv', 'vouchers', 'to', 'be', 'won.', 'just', 'answer', '4', 'easy', 'questions.', 'play', 'now!', 'send', 'hmv', 'to', '86688', 'more', 'website']"
274,ham,"['usf', 'i', 'guess,', 'might', 'as', 'well', 'take', '1', 'car']"
275,ham,"['no', 'objection.', 'my', 'bf', 'not', 'coming.']"
276,ham,['thanx...']
277,ham,"['tell', 'rob', 'to', 'mack', 'his', 'gf', 'in', 'the', 'theater']"
278,ham,"['awesome,', ""i'll"", 'see', 'you', 'in', 'a', 'bit']"
279,ham,"['just', 'sent', 'it.', 'so', 'what', 'type', 'of', 'food', 'do', 'you', 'like?']"
280,ham,"['all', 'done?', 'all', 'handed', 'in?', 'celebrations', 'in', 'full', 'swing', 'yet?']"
281,ham,"['you', 'got', 'called', 'a', 'tool?']"
282,ham,"['wen', 'u', 'miss', 'someone,', 'the', 'person', 'is', 'definitely', 'special', 'for', 'u.....', 'but', 'if', 'the', 'person', 'is', 'so', 'special,', 'why', 'to', 'miss', 'them,', 'just', 'keep-in-touch', 'gdeve..']"
283,ham,"['ok.', 'i', 'asked', 'for', 'money', 'how', 'far']"
284,ham,['okie...']
285,ham,"['yeah', 'i', 'think', 'my', 'usual', ""guy's"", 'still', 'passed', 'out', 'from', 'last', 'night,', 'if', 'you', 'get', 'ahold', 'of', 'anybody', 'let', 'me', 'know', 'and', ""i'll"", 'throw', 'down']"
286,ham,"['k,', 'i', 'might', 'come', 'by', 'tonight', 'then', 'if', 'my', 'class', 'lets', 'out', 'early']"
287,ham,['ok..']
288,ham,"['hi', 'baby', 'im', 'cruisin', 'with', 'my', 'girl', 'friend', 'what', 'r', 'u', 'up', '2?', 'give', 'me', 'a', 'call', 'in', 'and', 'hour', 'at', 'home', 'if', 'thats', 'alright', 'or', 'fone', 'me', 'on', 'this', 'fone', 'now', 'love', 'jenny', 'xxx']"
289,ham,"['my', 'life', 'means', 'a', 'lot', 'to', 'me,', 'not', 'because', 'i', 'love', 'my', 'life,', 'but', 'because', 'i', 'love', 'the', 'people', 'in', 'my', 'life,', 'the', 'world', 'calls', 'them', 'friends,', 'i', 'call', 'them', 'my', 'world:-)..', 'ge:-)..']"
290,ham,"['dear,shall', 'mail', 'tonite.busy', 'in', 'the', 'street,shall', 'update', 'you', 'tonite.things', 'are', 'looking', 'ok.varunnathu', 'edukkukayee', 'raksha', 'ollu.but', 'a', 'good', 'one', 'in', 'real', 'sense.']"
291,ham,"['hey', 'you', 'told', 'your', 'name', 'to', 'gautham', 'ah?']"
292,ham,"['haf', 'u', 'found', 'him?', 'i', 'feel', 'so', 'stupid', 'da', 'v', 'cam', 'was', 'working.']"
293,ham,"['oops.', '4', 'got', 'that', 'bit.']"
294,ham,"['are', 'you', 'this', 'much', 'buzy']"
295,ham,"['i', 'accidentally', 'deleted', 'the', 'message.', 'resend', 'please.']"
296,spam,"['t-mobile', 'customer', 'you', 'may', 'now', 'claim', 'your', 'marketword', 'camera', 'phone', 'upgrade', '&', 'a', 'pay', '&', 'go', 'sim', 'card', 'for', 'your', 'loyalty.', 'call', 'on', '0845', '021', '3680.offer', 'ends', ""28thfeb.t&c's"", 'apply']"
297,ham,"['unless', ""it's"", 'a', 'situation', 'where', 'you', 'go', 'gurl', 'would', 'be', 'more', 'appropriate']"
298,ham,"['hurt', 'me...', 'tease', 'me...', 'make', 'me', 'cry...', 'but', 'in', 'the', 'end', 'of', 'my', 'life', 'when', 'i', 'die', 'plz', 'keep', 'one', 'rose', 'on', 'my', 'grave', 'and', 'say', 'stupid', 'i', 'miss', 'u..', 'have', 'a', 'nice', 'day', 'bslvyl']"
299,ham,"['i', 'cant', 'pick', 'the', 'phone', 'right', 'now.', 'pls', 'send', 'a', 'message']"
300,ham,"['need', 'a', 'coffee', 'run', ""tomo?can't"", 'believe', ""it's"", 'that', 'time', 'of', 'week', 'already']"
301,ham,"['awesome,', 'i', 'remember', 'the', 'last', 'time', 'we', 'got', 'somebody', 'high', 'for', 'the', 'first', 'time', 'with', 'diesel', ':v']"
302,ham,"['shit', 'that', 'is', 'really', 'shocking', 'and', 'scary,', 'cant', 'imagine', 'for', 'a', 'second.', 'def', 'up', 'for', 'night', 'out.', 'do', 'u', 'think', 'there', 'is', 'somewhere', 'i', 'could', 'crash', 'for', 'night,', 'save', 'on', 'taxi?']"
303,ham,"['oh', 'and', 'by', 'the', 'way', 'you', 'do', 'have', 'more', 'food', 'in', 'your', 'fridge!', 'want', 'to', 'go', 'out', 'for', 'a', 'meal', 'tonight?']"
304,ham,"['he', 'is', 'a', 'womdarfull', 'actor']"
305,spam,"['sms.', 'ac', 'blind', 'date', '4u!:', 'rodds1', 'is', '21/m', 'from', 'aberdeen,', 'united', 'kingdom.', 'check', 'him', 'out', 'website', 'sms.', 'ac/w/icmb3cktz8r7!-4', 'no', 'blind', 'dates', 'send', 'hide']"
306,ham,"['yup...', 'from', 'what', 'i', 'remb...', 'i', 'think', 'should', 'be', 'can', 'book...']"
307,ham,"['jos', 'ask', 'if', 'u', 'wana', 'meet', 'up?']"
308,ham,"['lol', 'yes.', 'our', 'friendship', 'is', 'hanging', 'on', 'a', 'thread', 'cause', 'u', ""won't"", 'buy', 'stuff.']"
309,spam,"['themob>', 'check', 'out', 'our', 'newest', 'selection', 'of', 'content,', 'games,', 'tones,', 'gossip,', 'babes', 'and', 'sport,', 'keep', 'your', 'mobile', 'fit', 'and', 'funky', 'text', 'wap', 'to', '82468']"
310,ham,"['where', 'are', 'the', 'garage', 'keys?', 'they', ""aren't"", 'on', 'the', 'bookshelf']"
311,ham,"['today', 'is', 'accept', 'day..u', 'accept', 'me', 'as?', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'no', 'rply', 'means', 'enemy']"
